"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
51378;"Male";58;1;28;0;"> 2 Years";"Yes";37239;124;165;1
51379;"Male";24;1;37;0;"< 1 Year";"Yes";40397;152;141;0
51380;"Female";32;1;41;1;"< 1 Year";"No";31736;152;283;0
51381;"Male";46;1;36;0;"1-2 Year";"Yes";49169;26;123;0
51382;"Male";64;1;41;1;"1-2 Year";"No";23705;26;161;0
51383;"Male";26;1;41;1;"< 1 Year";"No";26158;152;233;0
51384;"Female";28;1;41;1;"< 1 Year";"No";23811;152;51;0
51385;"Male";24;1;8;1;"< 1 Year";"No";37804;152;218;0
51386;"Female";22;1;30;1;"< 1 Year";"No";30139;152;2260;0
51387;"Male";42;1;47;0;"1-2 Year";"Yes";31460;16;902;0
51388;"Female";80;1;48;0;"1-2 Year";"Yes";2630;15;203;0
51389;"Male";42;0;9;0;"1-2 Year";"No";26346;26;159;0
51390;"Female";50;1;13;1;"1-2 Year";"No";29871;26;210;0
51391;"Female";62;1;41;1;"1-2 Year";"No";37432;152;142;0
51392;"Male";51;1;47;0;"1-2 Year";"Yes";28693;124;230;1
51393;"Female";86;1;41;0;"1-2 Year";"Yes";26978;157;209;1
51394;"Male";25;1;2;1;"< 1 Year";"No";25171;152;137;0
51395;"Male";37;0;11;0;"1-2 Year";"No";32600;124;264;0
51396;"Male";28;1;29;1;"1-2 Year";"No";32112;124;43;0
51397;"Female";21;1;13;1;"< 1 Year";"No";25394;160;239;0
51398;"Female";57;1;4;0;"1-2 Year";"Yes";30908;26;290;1
51399;"Male";42;1;49;0;"1-2 Year";"Yes";18051;26;89;0
51400;"Female";67;1;28;0;"1-2 Year";"Yes";47626;154;140;1
51401;"Male";22;1;30;1;"< 1 Year";"No";26785;152;195;0
51402;"Female";64;1;18;1;"1-2 Year";"No";36404;131;2490;0
51403;"Male";25;1;35;1;"< 1 Year";"No";35764;152;199;0
51404;"Male";56;1;37;0;"1-2 Year";"Yes";32592;124;168;0
51405;"Male";56;1;28;0;"1-2 Year";"Yes";42693;26;232;1
51406;"Female";31;1;17;0;"< 1 Year";"Yes";39834;26;274;0
51407;"Male";33;0;3;0;"< 1 Year";"No";2630;160;13;0
51408;"Female";45;1;11;0;"1-2 Year";"Yes";2630;152;289;0
51409;"Female";53;1;19;0;"1-2 Year";"Yes";34939;26;29;1
51410;"Male";48;1;28;0;"1-2 Year";"Yes";37868;26;20;0
51411;"Male";47;1;28;1;"1-2 Year";"No";28943;26;116;0
51412;"Male";44;1;28;0;"1-2 Year";"No";49405;124;238;0
51413;"Male";44;1;45;0;"1-2 Year";"Yes";28015;124;267;1
51414;"Male";123;1;28;0;"1-2 Year";"Yes";28167;124;161;0
51415;"Female";99;1;35;0;"1-2 Year";"Yes";31424;26;117;1
51416;"Male";44;1;28;0;"1-2 Year";"Yes";52688;26;210;1
51417;"Male";30;1;3;0;"< 1 Year";"No";2630;152;35;0
51418;"Male";67;1;28;0;"1-2 Year";"Yes";45404;154;45;0
51419;"Female";26;1;28;1;"< 1 Year";"No";31426;152;17;0
51420;"Female";21;1;11;1;"< 1 Year";"No";45655;152;209;0
51421;"Male";25;1;21;1;"< 1 Year";"No";23732;152;113;0
51422;"Male";40;1;48;1;"1-2 Year";"No";2630;157;37;0
51423;"Male";59;1;28;0;"1-2 Year";"Yes";39922;124;123;1
51424;"Male";28;1;8;1;"< 1 Year";"No";45317;156;115;0
51425;"Male";42;1;28;1;"1-2 Year";"No";30975;124;209;0
51426;"Female";56;1;43;0;"1-2 Year";"Yes";2630;156;83;0
51427;"Female";25;1;8;1;"< 1 Year";"No";26316;152;298;0
51428;"Female";32;1;9;0;"< 1 Year";"Yes";32783;157;81;1
51429;"Male";24;1;36;0;"< 1 Year";"Yes";29964;152;132;1
51430;"Female";47;1;28;0;"1-2 Year";"Yes";54565;26;24;1
51431;"Female";28;1;29;1;"< 1 Year";"No";27245;152;289;0
51432;"Female";23;1;11;1;"< 1 Year";"No";24393;152;121;0
51433;"Female";24;1;8;1;"< 1 Year";"No";41014;152;206;0
51434;"Male";26;1;6;1;"1-2 Year";"No";2630;124;120;0
51435;"Female";36;0;8;0;"1-2 Year";"No";33861;124;62;0
51436;"Female";40;1;41;1;"1-2 Year";"No";28551;124;233;0
51437;"Male";25;1;8;1;"< 1 Year";"No";33355;152;270;0
51438;"Male";66;1;28;0;"1-2 Year";"Yes";32915;61;112;0
51439;"Male";39;1;29;0;"1-2 Year";"Yes";46003;26;774;1
51440;"Male";64;0;3;0;"> 2 Years";"No";47797;26;252;0
51441;"Female";74;1;46;0;"< 1 Year";"No";20102;160;178;0
51442;"Male";46;1;8;0;"> 2 Years";"Yes";30858;124;194;1
51443;"Male";42;0;28;0;"1-2 Year";"No";44365;124;261;0
51444;"Female";80;1;41;1;"1-2 Year";"No";25341;26;167;0
51445;"Female";44;0;50;0;"1-2 Year";"No";39932;124;135;0
51446;"Female";21;1;28;0;"< 1 Year";"Yes";52404;154;112;1
51447;"Male";47;1;29;0;"1-2 Year";"Yes";2630;157;45;1
51448;"Male";29;1;8;1;"< 1 Year";"No";38305;152;212;0
51449;"Male";48;1;28;0;"1-2 Year";"Yes";35913;124;72;0
51450;"Female";20;1;1;0;"< 1 Year";"No";2630;160;100;0
51451;"Male";22;1;41;0;"< 1 Year";"Yes";26284;152;286;0
51452;"Male";61;1;28;0;"1-2 Year";"Yes";39556;26;204;1
51453;"Male";61;1;28;0;"1-2 Year";"Yes";37797;26;188;1
51454;"Female";49;1;47;0;"1-2 Year";"Yes";41833;26;263;0
51455;"Male";22;1;8;0;"< 1 Year";"Yes";41142;152;112;0
51456;"Male";58;1;28;0;"1-2 Year";"Yes";35208;26;141;1
51457;"Male";39;1;34;0;"1-2 Year";"Yes";37542;26;170;0
51458;"Female";24;1;36;0;"< 1 Year";"Yes";51175;152;273;0
51459;"Male";23;1;41;0;"< 1 Year";"No";34889;152;272;1
51460;"Male";43;1;8;0;"1-2 Year";"Yes";35046;124;113;0
51461;"Female";57;1;24;0;"1-2 Year";"Yes";2630;156;250;0
51462;"Female";43;1;28;0;"1-2 Year";"Yes";23553;124;151;0
51463;"Male";36;1;48;1;"1-2 Year";"No";2630;152;198;0
51464;"Male";52;1;28;0;"1-2 Year";"Yes";65716;26;140;1
51465;"Male";67;1;28;0;"1-2 Year";"Yes";28479;26;50;1
51466;"Male";27;1;14;0;"< 1 Year";"Yes";20069;152;285;0
51467;"Male";37;1;7;0;"1-2 Year";"Yes";32415;26;123;1
51468;"Male";44;1;24;0;"1-2 Year";"Yes";38651;122;281;0
51469;"Male";50;1;28;0;"1-2 Year";"Yes";35096;122;122;0
51470;"Male";25;1;10;1;"< 1 Year";"No";34814;152;170;0
51471;"Female";25;1;28;0;"< 1 Year";"Yes";30224;124;371;1
51472;"Female";65;1;28;0;"1-2 Year";"Yes";33664;124;198;0
51473;"Female";24;1;8;0;"< 1 Year";"No";29047;152;212;0
51474;"Female";38;1;8;0;"1-2 Year";"Yes";36653;4;151;1
51475;"Male";34;1;28;0;"1-2 Year";"Yes";40951;122;113;1
51476;"Female";29;1;28;1;"< 1 Year";"No";37131;152;215;0
51477;"Female";30;1;15;1;"< 1 Year";"No";39460;152;280;0
51478;"Female";40;1;28;0;"1-2 Year";"Yes";32794;124;74;1
51479;"Male";53;1;28;1;"1-2 Year";"No";38786;124;20;0
51480;"Male";68;1;28;0;"1-2 Year";"Yes";45219;25;161;0
51481;"Female";59;1;28;0;"1-2 Year";"Yes";2630;156;40;0
51482;"Female";53;1;8;0;"1-2 Year";"Yes";38488;157;959;0
51483;"Male";24;1;29;1;"< 1 Year";"No";43189;152;149;0
51484;"Male";84;1;30;0;"< 1 Year";"Yes";24285;26;234;0
51485;"Male";22;1;9;0;"< 1 Year";"Yes";41172;152;179;0
51486;"Female";52;1;28;0;"1-2 Year";"Yes";2630;124;99;0
51487;"Female";43;0;28;0;"1-2 Year";"No";2630;26;281;0
51488;"Male";41;1;13;0;"1-2 Year";"Yes";29029;124;100;1
51489;"Female";25;1;45;0;"< 1 Year";"Yes";19717;152;232;0
51490;"Male";22;1;43;1;"< 1 Year";"No";32488;152;66;0
51491;"Male";28;1;46;1;"1-2 Year";"No";26916;124;52;0
51492;"Male";29;1;25;1;"< 1 Year";"No";31573;152;1530;0
51493;"Female";22;1;30;0;"< 1 Year";"Yes";26629;152;182;0
51494;"Male";46;1;41;0;"1-2 Year";"Yes";30574;12;50;1
51495;"Male";22;1;47;0;"< 1 Year";"Yes";30125;152;93;0
51496;"Male";21;1;29;1;"< 1 Year";"No";32386;160;27;0
51497;"Male";42;1;28;1;"1-2 Year";"No";44618;26;912;0
51498;"Male";59;1;6;1;"1-2 Year";"No";16624;152;130;0
51499;"Female";65;1;28;0;"1-2 Year";"Yes";46340;124;59;0
51500;"Female";79;1;28;0;"1-2 Year";"Yes";50546;122;27;0
51501;"Male";47;1;37;1;"1-2 Year";"Yes";2630;124;51;0
51502;"Male";47;1;28;0;"1-2 Year";"Yes";51435;122;272;1
51503;"Male";24;1;28;1;"< 1 Year";"No";44764;152;80;0
51504;"Female";38;1;15;0;"1-2 Year";"Yes";2630;156;58;0
51505;"Male";38;1;28;1;"1-2 Year";"No";50433;24;52;0
51506;"Male";121;1;28;0;"1-2 Year";"Yes";62916;26;179;1
51507;"Male";22;1;28;0;"< 1 Year";"Yes";63204;152;122;0
51508;"Male";25;1;37;0;"< 1 Year";"Yes";2630;160;282;1
51509;"Male";77;1;28;0;"1-2 Year";"Yes";24304;124;176;1
51510;"Male";30;1;30;1;"< 1 Year";"No";28389;152;155;0
51511;"Female";38;1;28;0;"1-2 Year";"Yes";2630;156;104;0
51512;"Female";42;1;11;0;"1-2 Year";"Yes";27502;124;149;1
51513;"Female";22;1;8;1;"< 1 Year";"No";32249;152;56;0
51514;"Male";45;1;8;0;"> 2 Years";"Yes";38455;26;24;1
51515;"Female";70;1;36;1;"< 1 Year";"No";38263;152;14;0
51516;"Female";71;1;28;1;"1-2 Year";"No";23844;124;288;0
51517;"Male";21;1;8;1;"< 1 Year";"No";34245;160;294;0
51518;"Male";33;1;37;0;"1-2 Year";"No";14221;128;85;0
51519;"Male";20;1;13;0;"< 1 Year";"Yes";2630;160;174;0
51520;"Male";54;1;28;0;"> 2 Years";"Yes";32643;26;266;1
51521;"Female";48;1;28;0;"1-2 Year";"Yes";2630;163;127;0
51522;"Female";25;1;32;1;"< 1 Year";"No";35891;152;283;0
51523;"Female";24;1;32;1;"< 1 Year";"No";32971;152;293;0
51524;"Male";65;1;21;1;"1-2 Year";"No";24735;152;780;0
51525;"Male";44;1;28;0;"> 2 Years";"Yes";45114;124;135;1
51526;"Male";32;1;28;0;"1-2 Year";"Yes";24060;156;75;1
51527;"Male";55;1;37;0;"> 2 Years";"Yes";36275;124;199;1
51528;"Female";29;1;8;1;"< 1 Year";"No";41951;152;289;0
51529;"Male";62;0;28;0;"1-2 Year";"No";42724;124;265;0
51530;"Male";26;1;3;0;"< 1 Year";"Yes";2630;152;267;1
51531;"Male";72;1;28;1;"1-2 Year";"Yes";52922;26;2295;0
51532;"Male";44;1;46;0;"1-2 Year";"Yes";33146;26;142;1
51533;"Male";23;1;23;1;"< 1 Year";"No";21413;152;86;0
51534;"Female";59;1;28;0;"1-2 Year";"Yes";2630;122;3744;0
51535;"Female";61;0;30;0;"1-2 Year";"No";34021;26;21;0
51536;"Female";77;1;8;1;"1-2 Year";"No";46049;26;282;0
51537;"Male";69;1;37;1;"1-2 Year";"Yes";37064;26;62;0
51538;"Female";24;1;8;0;"< 1 Year";"Yes";62344;152;72;0
51539;"Male";29;1;41;0;"< 1 Year";"Yes";31256;152;231;1
51540;"Male";54;0;46;0;"1-2 Year";"Yes";41818;26;186;0
51541;"Male";65;1;28;0;"1-2 Year";"Yes";27028;124;62;1
51542;"Male";52;1;50;0;"1-2 Year";"Yes";2630;157;255;0
51543;"Female";22;1;15;1;"< 1 Year";"Yes";2630;160;230;0
51544;"Female";27;1;21;1;"< 1 Year";"No";29608;152;71;0
51545;"Male";23;1;15;0;"< 1 Year";"No";29437;160;16;0
51546;"Male";24;1;39;1;"< 1 Year";"No";2630;160;171;0
51547;"Male";41;1;7;0;"1-2 Year";"Yes";33401;124;241;0
51548;"Male";31;1;47;0;"1-2 Year";"Yes";2630;156;33;0
51549;"Female";21;1;43;0;"< 1 Year";"Yes";32341;160;1352;0
51550;"Male";58;1;6;0;"1-2 Year";"Yes";2630;26;264;1
51551;"Male";47;1;28;1;"1-2 Year";"No";46525;26;186;0
51552;"Male";37;1;7;0;"1-2 Year";"Yes";2630;157;284;1
51553;"Male";55;1;21;0;"1-2 Year";"Yes";30307;152;161;1
51554;"Male";49;1;28;0;"1-2 Year";"Yes";28357;26;12;1
51555;"Male";38;1;46;0;"1-2 Year";"Yes";39817;124;16;1
51556;"Male";28;1;28;1;"< 1 Year";"No";33120;152;296;0
51557;"Male";72;1;28;0;"1-2 Year";"Yes";34026;26;57;1
51558;"Male";27;1;45;0;"< 1 Year";"No";2630;160;207;0
51559;"Male";44;1;33;0;"1-2 Year";"Yes";52694;26;222;0
51560;"Male";52;1;28;0;"1-2 Year";"Yes";32045;26;49;0
51561;"Male";73;1;28;1;"1-2 Year";"No";33236;23;80;0
51562;"Male";48;1;28;0;"> 2 Years";"Yes";46639;124;196;0
51563;"Male";43;1;28;0;"1-2 Year";"Yes";34565;26;52;0
51564;"Female";53;1;28;1;"1-2 Year";"No";45862;26;219;0
51565;"Female";73;1;37;0;"< 1 Year";"No";2630;1;134;0
51566;"Female";22;1;47;0;"< 1 Year";"Yes";34162;152;219;0
51567;"Male";25;1;30;1;"< 1 Year";"No";39095;152;39;0
51568;"Male";41;1;46;0;"1-2 Year";"Yes";2630;157;202;1
51569;"Male";27;1;28;0;"< 1 Year";"Yes";90834;124;111;0
51570;"Female";24;1;28;1;"< 1 Year";"No";35996;152;275;0
51571;"Female";40;1;28;0;"1-2 Year";"Yes";26945;26;47;1
51572;"Female";98;1;28;0;"1-2 Year";"Yes";30866;26;220;1
51573;"Female";25;1;30;1;"< 1 Year";"No";22245;152;1160;0
51574;"Male";44;1;28;0;"1-2 Year";"Yes";52548;154;290;1
51575;"Male";37;1;19;0;"1-2 Year";"Yes";2630;157;77;1
51576;"Female";51;1;28;1;"1-2 Year";"No";37908;26;30;0
51577;"Female";36;0;28;0;"1-2 Year";"No";47650;26;143;0
51578;"Male";21;1;45;0;"< 1 Year";"Yes";25080;160;172;1
51579;"Female";23;1;41;0;"< 1 Year";"Yes";24722;152;212;0
51580;"Female";39;0;28;0;"1-2 Year";"No";43882;26;133;0
51581;"Female";21;1;30;0;"< 1 Year";"No";31964;152;118;0
51582;"Male";43;1;41;0;"1-2 Year";"Yes";41394;26;14;1
51583;"Male";46;1;28;0;"1-2 Year";"Yes";38389;157;2941;1
51584;"Male";24;1;36;1;"< 1 Year";"No";30042;152;206;0
51585;"Male";30;1;28;0;"1-2 Year";"No";2630;157;278;0
51586;"Male";74;1;28;0;"1-2 Year";"Yes";39698;122;58;0
51587;"Male";45;1;8;1;"1-2 Year";"No";48083;30;74;0
51588;"Male";48;1;8;0;"1-2 Year";"Yes";2630;7;296;0
51589;"Male";23;1;11;1;"< 1 Year";"No";47113;152;199;0
51590;"Male";42;1;28;0;"1-2 Year";"Yes";39144;124;13;1
51591;"Female";22;1;3;1;"< 1 Year";"No";28393;152;135;0
51592;"Female";24;1;8;1;"< 1 Year";"No";57014;152;140;0
51593;"Male";57;1;28;0;"1-2 Year";"Yes";44758;124;143;0
51594;"Female";67;1;28;0;"1-2 Year";"Yes";32167;26;76;0
51595;"Female";24;1;46;1;"< 1 Year";"No";2630;152;210;0
51596;"Female";49;1;28;0;"1-2 Year";"Yes";28540;157;88;1
51597;"Male";22;1;28;0;"< 1 Year";"Yes";2630;158;764;1
51598;"Male";50;1;41;0;"1-2 Year";"Yes";15998;124;68;0
51599;"Male";24;1;27;0;"< 1 Year";"Yes";31570;151;96;1
51600;"Male";120;1;28;1;"1-2 Year";"No";42037;26;184;0
51601;"Male";22;1;18;0;"< 1 Year";"Yes";31646;152;1105;1
51602;"Female";40;0;24;0;"1-2 Year";"No";30533;124;52;0
51603;"Male";46;1;15;0;"1-2 Year";"Yes";34085;26;291;1
51604;"Female";75;1;28;1;"1-2 Year";"No";49914;52;181;0
51605;"Female";26;0;37;0;"< 1 Year";"No";21166;152;53;0
51606;"Female";72;1;35;0;"1-2 Year";"Yes";60189;26;220;0
51607;"Male";66;1;39;1;"1-2 Year";"No";2630;26;279;0
51608;"Female";56;1;8;0;"1-2 Year";"Yes";25186;124;185;1
51609;"Male";46;1;41;0;"1-2 Year";"Yes";53258;124;119;1
51610;"Female";35;1;28;0;"1-2 Year";"Yes";45115;122;201;1
51611;"Male";32;1;46;0;"1-2 Year";"Yes";29257;26;83;0
51612;"Male";59;1;8;0;"1-2 Year";"Yes";48825;26;251;0
51613;"Male";21;1;28;1;"< 1 Year";"No";37448;152;208;0
51614;"Male";51;1;28;0;"1-2 Year";"Yes";50042;26;228;1
51615;"Male";27;1;41;1;"< 1 Year";"No";38466;152;145;0
51616;"Male";24;1;6;0;"< 1 Year";"Yes";22231;152;14;1
51617;"Male";28;1;41;1;"< 1 Year";"No";27082;152;60;0
51618;"Male";68;1;18;0;"1-2 Year";"Yes";33765;124;238;1
51619;"Male";35;1;47;0;"1-2 Year";"Yes";28839;124;80;1
51620;"Female";30;1;28;0;"< 1 Year";"Yes";35339;154;204;1
51621;"Male";38;1;28;0;"1-2 Year";"Yes";29182;124;237;0
51622;"Female";39;1;28;1;"1-2 Year";"No";38667;139;248;0
51623;"Female";24;1;46;1;"< 1 Year";"No";25532;160;236;0
51624;"Male";101;1;28;0;"1-2 Year";"Yes";49449;26;242;1
51625;"Male";44;1;28;0;"1-2 Year";"No";2630;157;118;0
51626;"Male";37;1;28;0;"1-2 Year";"Yes";20877;124;213;1
51627;"Male";79;1;3;0;"1-2 Year";"Yes";27888;26;34;1
51628;"Female";48;1;28;1;"1-2 Year";"No";45091;124;231;0
51629;"Female";40;1;8;0;"1-2 Year";"Yes";36866;124;14;0
51630;"Male";51;1;8;1;"1-2 Year";"No";45157;124;216;0
51631;"Female";41;1;28;0;"1-2 Year";"Yes";30820;26;180;0
51632;"Female";51;1;47;0;"1-2 Year";"Yes";29120;155;41;1
51633;"Male";58;1;28;0;"1-2 Year";"Yes";67225;24;1351;1
51634;"Male";55;0;50;0;"1-2 Year";"No";2630;155;17;0
51635;"Female";73;1;46;1;"< 1 Year";"No";27930;160;197;0
51636;"Male";34;1;21;1;"1-2 Year";"No";29030;152;129;0
51637;"Male";54;1;28;1;"1-2 Year";"No";38265;122;291;0
51638;"Male";39;0;36;0;"1-2 Year";"No";2630;157;35;0
51639;"Female";53;1;3;0;"1-2 Year";"Yes";2630;157;197;1
51640;"Male";38;1;38;0;"1-2 Year";"Yes";2630;26;267;1
51641;"Male";45;1;28;0;"1-2 Year";"Yes";45173;26;51;0
51642;"Female";27;1;13;0;"< 1 Year";"No";22103;152;169;0
51643;"Female";42;1;15;0;"1-2 Year";"Yes";23976;124;238;0
51644;"Female";33;1;28;0;"< 1 Year";"Yes";43960;124;185;0
51645;"Female";21;1;39;0;"< 1 Year";"Yes";33249;152;126;0
51646;"Male";47;1;28;0;"> 2 Years";"Yes";44267;55;120;1
51647;"Male";24;1;13;0;"< 1 Year";"Yes";27366;151;1232;0
51648;"Male";24;1;8;1;"< 1 Year";"No";32803;152;112;0
51649;"Male";38;1;28;0;"1-2 Year";"Yes";35175;26;2520;0
51650;"Male";22;1;28;0;"< 1 Year";"No";38925;152;52;0
51651;"Male";36;1;33;0;"1-2 Year";"Yes";30816;124;286;0
51652;"Female";57;1;28;0;"> 2 Years";"Yes";32483;122;177;0
51653;"Female";47;1;28;1;"1-2 Year";"No";2630;26;213;0
51654;"Female";21;1;17;0;"< 1 Year";"Yes";42852;152;200;0
51655;"Male";41;1;46;0;"1-2 Year";"Yes";25514;124;225;1
51656;"Female";43;1;32;1;"1-2 Year";"No";36790;26;12;0
51657;"Male";98;1;8;0;"1-2 Year";"Yes";2630;30;110;1
51658;"Female";84;1;29;1;"< 1 Year";"No";29535;152;200;0
51659;"Male";43;1;28;0;"1-2 Year";"Yes";36731;124;42;0
51660;"Male";64;1;37;0;"1-2 Year";"Yes";2630;157;1270;0
51661;"Female";32;1;8;1;"< 1 Year";"No";2630;152;182;0
51662;"Male";47;0;20;0;"1-2 Year";"No";2630;26;148;0
51663;"Female";61;1;50;0;"1-2 Year";"Yes";39578;18;74;0
51664;"Female";48;1;25;0;"1-2 Year";"No";21292;124;125;0
51665;"Female";21;1;46;1;"< 1 Year";"No";22924;152;178;0
51666;"Female";24;1;13;0;"< 1 Year";"No";22414;152;199;1
51667;"Male";31;1;28;0;"< 1 Year";"Yes";39148;124;295;1
51668;"Male";94;1;28;0;"1-2 Year";"Yes";37121;124;29;1
51669;"Female";25;1;6;1;"< 1 Year";"No";18170;152;79;0
51670;"Female";24;1;28;1;"< 1 Year";"No";27505;152;77;0
51671;"Male";41;1;29;0;"1-2 Year";"Yes";38371;124;185;1
51672;"Female";25;1;28;1;"< 1 Year";"No";26250;152;197;0
51673;"Male";25;1;30;1;"< 1 Year";"No";28724;152;76;0
51674;"Male";23;1;46;1;"< 1 Year";"No";2630;153;288;0
51675;"Male";22;1;10;1;"< 1 Year";"No";36858;152;290;0
51676;"Male";50;1;28;0;"1-2 Year";"Yes";42656;26;107;1
51677;"Male";68;1;28;0;"1-2 Year";"Yes";59379;124;12;1
51678;"Male";46;1;28;0;"1-2 Year";"Yes";27895;122;298;1
51679;"Male";44;1;8;0;"1-2 Year";"Yes";33131;26;243;1
51680;"Male";51;1;28;0;"1-2 Year";"Yes";29382;26;116;1
51681;"Male";31;1;46;0;"< 1 Year";"Yes";32117;152;222;0
51682;"Male";24;1;14;1;"< 1 Year";"No";30909;152;89;0
51683;"Male";43;1;36;0;"1-2 Year";"Yes";54803;26;99;1
51684;"Male";22;1;8;0;"< 1 Year";"No";2630;152;135;0
51685;"Male";63;1;8;1;"1-2 Year";"No";26831;124;49;0
51686;"Male";58;1;28;0;"1-2 Year";"Yes";41031;26;40;0
51687;"Female";52;1;28;0;"1-2 Year";"Yes";49868;26;147;1
51688;"Female";91;1;28;0;"1-2 Year";"Yes";71851;59;84;1
51689;"Male";25;1;37;0;"< 1 Year";"Yes";18136;152;248;0
51690;"Male";60;1;33;1;"1-2 Year";"No";2630;26;170;0
51691;"Female";44;1;28;0;"1-2 Year";"Yes";52091;122;69;1
51692;"Male";49;0;28;0;"1-2 Year";"No";38840;26;248;0
51693;"Male";47;1;11;0;"1-2 Year";"Yes";38016;26;4200;0
51694;"Male";29;1;49;0;"< 1 Year";"Yes";30700;124;224;1
51695;"Female";25;1;35;0;"< 1 Year";"Yes";2630;160;163;0
51696;"Male";42;1;26;0;"1-2 Year";"Yes";35397;124;11;1
51697;"Female";50;1;28;0;"1-2 Year";"Yes";46165;26;213;0
51698;"Male";76;1;47;0;"< 1 Year";"No";38746;152;250;0
51699;"Male";52;0;28;0;"> 2 Years";"No";2630;26;237;0
51700;"Female";23;1;41;0;"< 1 Year";"Yes";36036;152;12;0
51701;"Female";54;1;28;0;"> 2 Years";"Yes";22279;122;125;0
51702;"Male";43;1;12;1;"1-2 Year";"No";14914;124;99;0
51703;"Male";23;1;22;0;"< 1 Year";"Yes";2630;156;112;0
51704;"Male";61;1;28;0;"1-2 Year";"Yes";35074;26;33;1
51705;"Male";48;1;6;1;"1-2 Year";"No";24999;124;237;0
51706;"Female";21;1;3;0;"< 1 Year";"Yes";22626;160;263;0
51707;"Male";58;1;28;1;"1-2 Year";"No";31462;124;109;0
51708;"Male";76;1;30;1;"< 1 Year";"No";37897;152;101;0
51709;"Male";74;1;29;0;"1-2 Year";"Yes";22169;124;294;0
51710;"Male";22;1;30;1;"< 1 Year";"No";32004;152;275;0
51711;"Male";28;1;28;0;"1-2 Year";"Yes";35415;124;17;1
51712;"Female";45;1;48;0;"1-2 Year";"Yes";2630;124;267;0
51713;"Female";24;1;46;1;"< 1 Year";"No";22905;152;276;0
51714;"Female";67;1;28;0;"> 2 Years";"Yes";52430;55;114;1
51715;"Male";27;1;14;1;"< 1 Year";"No";43568;152;52;0
51716;"Male";31;1;28;0;"< 1 Year";"Yes";41656;26;225;1
51717;"Male";32;1;14;0;"< 1 Year";"Yes";19812;154;196;0
51718;"Male";29;1;15;1;"< 1 Year";"No";40481;152;298;0
51719;"Male";23;1;2;1;"< 1 Year";"No";38662;152;3888;0
51720;"Male";24;1;46;1;"< 1 Year";"No";40161;152;282;0
51721;"Male";53;0;8;0;"1-2 Year";"No";39389;26;106;0
51722;"Male";27;1;30;1;"< 1 Year";"No";35424;152;225;0
51723;"Female";27;1;50;1;"< 1 Year";"No";36609;152;209;0
51724;"Male";36;1;28;0;"1-2 Year";"Yes";38188;154;43;0
51725;"Male";27;1;6;0;"< 1 Year";"Yes";35494;152;264;1
51726;"Male";21;1;36;0;"< 1 Year";"Yes";31902;152;132;0
51727;"Male";23;1;47;1;"< 1 Year";"No";36258;152;62;0
51728;"Male";21;1;27;1;"< 1 Year";"No";26420;152;238;0
51729;"Female";24;1;28;1;"< 1 Year";"No";27792;152;78;0
51730;"Female";24;1;5;1;"< 1 Year";"Yes";39024;152;267;0
51731;"Female";48;1;49;0;"1-2 Year";"Yes";2630;124;109;0
51732;"Male";28;1;28;0;"< 1 Year";"Yes";34983;152;170;1
51733;"Male";41;1;28;0;"> 2 Years";"Yes";43946;124;24;0
51734;"Male";36;1;20;0;"1-2 Year";"Yes";2630;157;72;1
51735;"Female";24;1;8;1;"< 1 Year";"No";28675;152;87;0
51736;"Male";67;1;11;0;"1-2 Year";"No";56206;26;110;0
51737;"Male";24;1;28;0;"1-2 Year";"Yes";50670;124;237;1
51738;"Male";37;1;28;0;"1-2 Year";"Yes";45611;122;220;0
51739;"Female";21;1;10;0;"< 1 Year";"Yes";35465;152;79;1
51740;"Male";34;1;30;0;"1-2 Year";"Yes";27655;155;283;1
51741;"Female";21;1;8;1;"< 1 Year";"No";30930;152;239;0
51742;"Male";29;1;28;0;"< 1 Year";"Yes";56352;26;295;0
51743;"Male";53;1;26;0;"1-2 Year";"Yes";28724;30;46;0
51744;"Female";46;1;41;0;"1-2 Year";"Yes";34729;12;132;1
51745;"Male";41;1;28;1;"1-2 Year";"No";46260;124;67;0
51746;"Male";29;1;8;0;"1-2 Year";"Yes";2630;157;200;1
51747;"Female";91;1;28;0;"1-2 Year";"Yes";24449;157;224;0
51748;"Female";55;1;8;0;"1-2 Year";"Yes";48964;26;23;1
51749;"Female";85;1;28;0;"1-2 Year";"Yes";50925;124;47;0
51750;"Male";26;1;6;1;"< 1 Year";"No";24486;152;170;0
51751;"Male";66;1;28;0;"> 2 Years";"Yes";56288;122;253;1
51752;"Female";25;1;27;1;"< 1 Year";"No";29321;152;71;0
51753;"Male";29;1;18;1;"< 1 Year";"No";2630;152;52;0
51754;"Female";29;1;41;0;"< 1 Year";"No";34708;152;38;0
51755;"Female";23;1;41;1;"< 1 Year";"No";30868;152;242;0
51756;"Female";42;1;28;0;"1-2 Year";"Yes";26372;13;264;1
51757;"Female";50;1;50;0;"1-2 Year";"Yes";39828;154;136;1
51758;"Female";30;1;8;0;"< 1 Year";"Yes";42391;156;46;1
51759;"Male";22;1;2;0;"< 1 Year";"Yes";42628;152;33;0
51760;"Female";26;1;15;1;"< 1 Year";"No";55489;152;14;0
51761;"Male";22;1;4;1;"< 1 Year";"No";41897;152;265;0
